hour,station,flow,direction,lat,lon
16,公館,1684,in,25.014908,121.534216
17,公館,3257,in,25.014908,121.534216
18,公館,3064,in,25.014908,121.534216
19,公館,1822,in,25.014908,121.534216
20,公館,1633,in,25.014908,121.534216
21,公館,2321,in,25.014908,121.534216
22,公館,1639,in,25.014908,121.534216
23,公館,514,in,25.014908,121.534216
0,公館,77,in,25.014908,121.534216
1,公館,0,in,25.014908,121.534216
5,台電大樓,43,in,25.020725,121.528168
6,台電大樓,399,in,25.020725,121.528168
7,台電大樓,1392,in,25.020725,121.528168
8,台電大樓,1568,in,25.020725,121.528168
9,台電大樓,817,in,25.020725,121.528168
10,台電大樓,549,in,25.020725,121.528168
11,台電大樓,570,in,25.020725,121.528168
12,台電大樓,676,in,25.020725,121.528168
13,台電大樓,710,in,25.020725,121.528168
14,台電大樓,615,in,25.020725,121.528168
15,台電大樓,733,in,25.020725,121.528168
16,台電大樓,986,in,25.020725,121.528168
17,台電大樓,1909,in,25.020725,121.528168
18,台電大樓,1788,in,25.020725,121.528168
19,台電大樓,1276,in,25.020725,121.528168
20,台電大樓,1090,in,25.020725,121.528168
21,台電大樓,1193,in,25.020725,121.528168
22,台電大樓,780,in,25.020725,121.528168
23,台電大樓,353,in,25.020725,121.528168
0,台電大樓,37,in,25.020725,121.528168
1,台電大樓,0,in,25.020725,121.528168
5,古亭,56,in,25.026357,121.522873
6,古亭,681,in,25.026357,121.522873
7,古亭,2067,in,25.026357,121.522873
8,古亭,2705,in,25.026357,121.522873
9,古亭,1413,in,25.026357,121.522873
10,古亭,959,in,25.026357,121.522873
11,古亭,1053,in,25.026357,121.522873
12,古亭,1306,in,25.026357,121.522873
13,古亭,1254,in,25.026357,121.522873
14,古亭,1234,in,25.026357,121.522873
15,古亭,1368,in,25.026357,121.522873
16,古亭,1609,in,25.026357,121.522873
17,古亭,3308,in,25.026357,121.522873
18,古亭,4183,in,25.026357,121.522873
19,古亭,2490,in,25.026357,121.522873
20,古亭,1802,in,25.026357,121.522873
21,古亭,2238,in,25.026357,121.522873
22,古亭,1665,in,25.026357,121.522873
23,古亭,415,in,25.026357,121.522873
0,古亭,102,in,25.026357,121.522873
1,古亭,0,in,25.026357,121.522873
5,中正紀念堂,32,in,25.032729,121.51827
6,中正紀念堂,423,in,25.032729,121.51827
7,中正紀念堂,1151,in,25.032729,121.51827
8,中正紀念堂,1552,in,25.032729,121.51827
9,中正紀念堂,915,in,25.032729,121.51827
10,中正紀念堂,921,in,25.032729,121.51827
11,中正紀念堂,1246,in,25.032729,121.51827
12,中正紀念堂,1378,in,25.032729,121.51827
13,中正紀念堂,1166,in,25.032729,121.51827
14,中正紀念堂,1154,in,25.032729,121.51827
15,中正紀念堂,1290,in,25.032729,121.51827
16,中正紀念堂,2216,in,25.032729,121.51827
17,中正紀念堂,4524,in,25.032729,121.51827
18,中正紀念堂,3723,in,25.032729,121.51827
19,中正紀念堂,1646,in,25.032729,121.51827
20,中正紀念堂,1268,in,25.032729,121.51827
21,中正紀念堂,2313,in,25.032729,121.51827
22,中正紀念堂,828,in,25.032729,121.51827
23,中正紀念堂,182,in,25.032729,121.51827
0,中正紀念堂,49,in,25.032729,121.51827
1,中正紀念堂,0,in,25.032729,121.51827
5,小南門,12,in,25.035547,121.510857
6,小南門,111,in,25.035547,121.510857
7,小南門,314,in,25.035547,121.510857
8,小南門,469,in,25.035547,121.510857
9,小南門,288,in,25.035547,121.510857
10,小南門,275,in,25.035547,121.510857
11,小南門,368,in,25.035547,121.510857
12,小南門,453,in,25.035547,121.510857
13,小南門,316,in,25.035547,121.510857
14,小南門,335,in,25.035547,121.510857
15,小南門,587,in,25.035547,121.510857
16,小南門,746,in,25.035547,121.510857
17,小南門,1638,in,25.035547,121.510857
18,小南門,1121,in,25.035547,121.510857
19,小南門,571,in,25.035547,121.510857
20,小南門,412,in,25.035547,121.510857
21,小南門,501,in,25.035547,121.510857
22,小南門,316,in,25.035547,121.510857
23,小南門,42,in,25.035547,121.510857
0,小南門,15,in,25.035547,121.510857
1,小南門,0,in,25.035547,121.510857
5,頂溪,169,in,25.013821,121.515485
6,頂溪,2175,in,25.013821,121.515485
7,頂溪,4945,in,25.013821,121.515485
8,頂溪,6897,in,25.013821,121.515485
9,頂溪,3130,in,25.013821,121.515485
10,頂溪,1693,in,25.013821,121.515485
11,頂溪,1549,in,25.013821,121.515485
12,頂溪,1547,in,25.013821,121.515485
13,頂溪,1469,in,25.013821,121.515485
14,頂溪,1205,in,25.013821,121.515485
15,頂溪,934,in,25.013821,121.515485
16,頂溪,1192,in,25.013821,121.515485
17,頂溪,1928,in,25.013821,121.515485
18,頂溪,1828,in,25.013821,121.515485
19,頂溪,1082,in,25.013821,121.515485
20,頂溪,976,in,25.013821,121.515485
21,頂溪,993,in,25.013821,121.515485
22,頂溪,626,in,25.013821,121.515485
23,頂溪,204,in,25.013821,121.515485
0,頂溪,33,in,25.013821,121.515485
1,頂溪,1,in,25.013821,121.515485
5,永安市場,160,in,25.002876,121.511231
6,永安市場,1563,in,25.002876,121.511231
7,永安市場,4191,in,25.002876,121.511231
8,永安市場,5359,in,25.002876,121.511231
9,永安市場,2249,in,25.002876,121.511231
10,永安市場,1228,in,25.002876,121.511231
11,永安市場,1025,in,25.002876,121.511231
12,永安市場,1031,in,25.002876,121.511231
13,永安市場,1048,in,25.002876,121.511231
14,永安市場,846,in,25.002876,121.511231
15,永安市場,697,in,25.002876,121.511231
16,永安市場,939,in,25.002876,121.511231
17,永安市場,1375,in,25.002876,121.511231
18,永安市場,1338,in,25.002876,121.511231
19,永安市場,734,in,25.002876,121.511231
20,永安市場,623,in,25.002876,121.511231
21,永安市場,553,in,25.002876,121.511231
22,永安市場,468,in,25.002876,121.511231
23,永安市場,132,in,25.002876,121.511231
0,永安市場,11,in,25.002876,121.511231
1,永安市場,0,in,25.002876,121.511231
5,景安,157,in,24.993905,121.505113
6,景安,1791,in,24.993905,121.505113
7,景安,4549,in,24.993905,121.505113
8,景安,5199,in,24.993905,121.505113
9,景安,2249,in,24.993905,121.505113
10,景安,1256,in,24.993905,121.505113
11,景安,1059,in,24.993905,121.505113
12,景安,1078,in,24.993905,121.505113
13,景安,937,in,24.993905,121.505113
14,景安,732,in,24.993905,121.505113
15,景安,660,in,24.993905,121.505113
16,景安,830,in,24.993905,121.505113
17,景安,1259,in,24.993905,121.505113
18,景安,1503,in,24.993905,121.505113
19,景安,939,in,24.993905,121.505113
20,景安,655,in,24.993905,121.505113
21,景安,508,in,24.993905,121.505113
22,景安,337,in,24.993905,121.505113
23,景安,102,in,24.993905,121.505113
0,景安,1,in,24.993905,121.505113
1,景安,0,in,24.993905,121.505113
5,南勢角,207,in,24.990045,121.509237
6,南勢角,1610,in,24.990045,121.509237
7,南勢角,4112,in,24.990045,121.509237
8,南勢角,4427,in,24.990045,121.509237
9,南勢角,1734,in,24.990045,121.509237
10,南勢角,990,in,24.990045,121.509237
11,南勢角,857,in,24.990045,121.509237
12,南勢角,794,in,24.990045,121.509237
13,南勢角,795,in,24.990045,121.509237
14,南勢角,671,in,24.990045,121.509237
15,南勢角,603,in,24.990045,121.509237
16,南勢角,734,in,24.990045,121.509237
17,南勢角,1029,in,24.990045,121.509237
18,南勢角,940,in,24.990045,121.509237
19,南勢角,536,in,24.990045,121.509237
20,南勢角,392,in,24.990045,121.509237
21,南勢角,430,in,24.990045,121.509237
22,南勢角,273,in,24.990045,121.509237
23,南勢角,108,in,24.990045,121.509237
0,南勢角,6,in,24.990045,121.509237
1,南勢角,0,in,24.990045,121.509237
5,台大醫院,6,in,25.041256,121.51604
6,台大醫院,91,in,25.041256,121.51604
7,台大醫院,260,in,25.041256,121.51604
8,台大醫院,532,in,25.041256,121.51604
9,台大醫院,786,in,25.041256,121.51604
10,台大醫院,1190,in,25.041256,121.51604
11,台大醫院,1323,in,25.041256,121.51604
12,台大醫院,1312,in,25.041256,121.51604
13,台大醫院,1100,in,25.041256,121.51604
14,台大醫院,1324,in,25.041256,121.51604
15,台大醫院,1575,in,25.041256,121.51604
16,台大醫院,1750,in,25.041256,121.51604
17,台大醫院,3483,in,25.041256,121.51604
18,台大醫院,3347,in,25.041256,121.51604
19,台大醫院,1750,in,25.041256,121.51604
20,台大醫院,1177,in,25.041256,121.51604
21,台大醫院,1520,in,25.041256,121.51604
22,台大醫院,1061,in,25.041256,121.51604
23,台大醫院,189,in,25.041256,121.51604
0,台大醫院,52,in,25.041256,121.51604
1,台大醫院,1,in,25.041256,121.51604
5,台北車站,450,in,25.046255,121.517532
6,台北車站,2527,in,25.046255,121.517532
7,台北車站,7886,in,25.046255,121.517532
8,台北車站,12484,in,25.046255,121.517532
9,台北車站,8308,in,25.046255,121.517532
10,台北車站,6160,in,25.046255,121.517532
11,台北車站,5932,in,25.046255,121.517532
12,台北車站,6692,in,25.046255,121.517532
13,台北車站,6703,in,25.046255,121.517532
14,台北車站,6405,in,25.046255,121.517532
15,台北車站,6118,in,25.046255,121.517532
16,台北車站,6853,in,25.046255,121.517532
17,台北車站,10354,in,25.046255,121.517532
18,台北車站,12516,in,25.046255,121.517532
19,台北車站,9159,in,25.046255,121.517532
20,台北車站,7501,in,25.046255,121.517532
21,台北車站,9401,in,25.046255,121.517532
22,台北車站,9082,in,25.046255,121.517532
23,台北車站,1897,in,25.046255,121.517532
0,台北車站,481,in,25.046255,121.517532
1,台北車站,0,in,25.046255,121.517532
5,中山,35,in,25.052685,121.520392
6,中山,292,in,25.052685,121.520392
7,中山,829,in,25.052685,121.520392
8,中山,1377,in,25.052685,121.520392
9,中山,996,in,25.052685,121.520392
10,中山,962,in,25.052685,121.520392
11,中山,948,in,25.052685,121.520392
12,中山,1307,in,25.052685,121.520392
13,中山,1458,in,25.052685,121.520392
14,中山,1786,in,25.052685,121.520392
15,中山,1910,in,25.052685,121.520392
16,中山,1938,in,25.052685,121.520392
17,中山,3282,in,25.052685,121.520392
18,中山,4577,in,25.052685,121.520392
19,中山,3081,in,25.052685,121.520392
20,中山,2572,in,25.052685,121.520392
21,中山,3327,in,25.052685,121.520392
22,中山,1541,in,25.052685,121.520392
23,中山,535,in,25.052685,121.520392
0,中山,107,in,25.052685,121.520392
1,中山,0,in,25.052685,121.520392
5,雙連,27,in,25.057805,121.520627
6,雙連,331,in,25.057805,121.520627
7,雙連,794,in,25.057805,121.520627
8,雙連,1108,in,25.057805,121.520627
9,雙連,888,in,25.057805,121.520627
10,雙連,1016,in,25.057805,121.520627
11,雙連,1144,in,25.057805,121.520627
12,雙連,1208,in,25.057805,121.520627
13,雙連,1052,in,25.057805,121.520627
14,雙連,1015,in,25.057805,121.520627
15,雙連,1150,in,25.057805,121.520627
16,雙連,1284,in,25.057805,121.520627
17,雙連,2363,in,25.057805,121.520627
18,雙連,2963,in,25.057805,121.520627
19,雙連,1793,in,25.057805,121.520627
20,雙連,1271,in,25.057805,121.520627
21,雙連,1432,in,25.057805,121.520627
22,雙連,617,in,25.057805,121.520627
23,雙連,273,in,25.057805,121.520627
0,雙連,67,in,25.057805,121.520627
1,雙連,0,in,25.057805,121.520627
5,民權西路,73,in,25.062905,121.51932
6,民權西路,595,in,25.062905,121.51932
7,民權西路,1246,in,25.062905,121.51932
8,民權西路,1564,in,25.062905,121.51932
9,民權西路,1115,in,25.062905,121.51932
10,民權西路,807,in,25.062905,121.51932
11,民權西路,884,in,25.062905,121.51932
12,民權西路,1081,in,25.062905,121.51932
13,民權西路,981,in,25.062905,121.51932
14,民權西路,954,in,25.062905,121.51932
15,民權西路,1027,in,25.062905,121.51932
16,民權西路,1304,in,25.062905,121.51932
17,民權西路,3386,in,25.062905,121.51932
18,民權西路,4073,in,25.062905,121.51932
19,民權西路,2218,in,25.062905,121.51932
20,民權西路,1526,in,25.062905,121.51932
21,民權西路,1573,in,25.062905,121.51932
22,民權西路,869,in,25.062905,121.51932
23,民權西路,328,in,25.062905,121.51932
0,民權西路,79,in,25.062905,121.51932
1,民權西路,1,in,25.062905,121.51932
5,圓山,41,in,25.071353,121.520118
6,圓山,924,in,25.071353,121.520118
7,圓山,2585,in,25.071353,121.520118
8,圓山,2846,in,25.071353,121.520118
9,圓山,1601,in,25.071353,121.520118
10,圓山,998,in,25.071353,121.520118
11,圓山,901,in,25.071353,121.520118
12,圓山,951,in,25.071353,121.520118
13,圓山,1298,in,25.071353,121.520118
14,圓山,1181,in,25.071353,121.520118
15,圓山,1258,in,25.071353,121.520118
16,圓山,1625,in,25.071353,121.520118
17,圓山,2783,in,25.071353,121.520118
18,圓山,2397,in,25.071353,121.520118
19,圓山,1614,in,25.071353,121.520118
20,圓山,1197,in,25.071353,121.520118
21,圓山,1165,in,25.071353,121.520118
22,圓山,491,in,25.071353,121.520118
23,圓山,153,in,25.071353,121.520118
0,圓山,24,in,25.071353,121.520118
1,圓山,0,in,25.071353,121.520118
5,劍潭,99,in,25.084873,121.525078
6,劍潭,989,in,25.084873,121.525078
7,劍潭,2050,in,25.084873,121.525078
8,劍潭,2322,in,25.084873,121.525078
9,劍潭,1597,in,25.084873,121.525078
10,劍潭,1063,in,25.084873,121.525078
11,劍潭,984,in,25.084873,121.525078
12,劍潭,1347,in,25.084873,121.525078
13,劍潭,1146,in,25.084873,121.525078
14,劍潭,1084,in,25.084873,121.525078
15,劍潭,1660,in,25.084873,121.525078
16,劍潭,2084,in,25.084873,121.525078
17,劍潭,3728,in,25.084873,121.525078
18,劍潭,3738,in,25.084873,121.525078
19,劍潭,2432,in,25.084873,121.525078
20,劍潭,2385,in,25.084873,121.525078
21,劍潭,2743,in,25.084873,121.525078
22,劍潭,1648,in,25.084873,121.525078
23,劍潭,874,in,25.084873,121.525078
0,劍潭,182,in,25.084873,121.525078
1,劍潭,1,in,25.084873,121.525078
5,士林,82,in,25.093535,121.52623
6,士林,830,in,25.093535,121.52623
7,士林,1917,in,25.093535,121.52623
8,士林,2268,in,25.093535,121.52623
9,士林,1233,in,25.093535,121.52623
10,士林,909,in,25.093535,121.52623
11,士林,1130,in,25.093535,121.52623
12,士林,1326,in,25.093535,121.52623
13,士林,1343,in,25.093535,121.52623
14,士林,1216,in,25.093535,121.52623
15,士林,1466,in,25.093535,121.52623
16,士林,1895,in,25.093535,121.52623
17,士林,3617,in,25.093535,121.52623
18,士林,2748,in,25.093535,121.52623
19,士林,1573,in,25.093535,121.52623
20,士林,1453,in,25.093535,121.52623
21,士林,1422,in,25.093535,121.52623
22,士林,1047,in,25.093535,121.52623
23,士林,233,in,25.093535,121.52623
0,士林,40,in,25.093535,121.52623
1,士林,0,in,25.093535,121.52623
5,芝山,82,in,25.10306,121.522514
6,芝山,939,in,25.10306,121.522514
7,芝山,2502,in,25.10306,121.522514
8,芝山,3066,in,25.10306,121.522514
9,芝山,1377,in,25.10306,121.522514
10,芝山,805,in,25.10306,121.522514
11,芝山,772,in,25.10306,121.522514
12,芝山,855,in,25.10306,121.522514
13,芝山,876,in,25.10306,121.522514
14,芝山,766,in,25.10306,121.522514
15,芝山,850,in,25.10306,121.522514
16,芝山,1194,in,25.10306,121.522514
17,芝山,2086,in,25.10306,121.522514
18,芝山,1996,in,25.10306,121.522514
19,芝山,1207,in,25.10306,121.522514
20,芝山,916,in,25.10306,121.522514
21,芝山,1170,in,25.10306,121.522514
22,芝山,543,in,25.10306,121.522514
23,芝山,153,in,25.10306,121.522514
0,芝山,43,in,25.10306,121.522514
1,芝山,0,in,25.10306,121.522514
5,明德,62,in,25.109721,121.518848
6,明德,657,in,25.109721,121.518848
7,明德,1566,in,25.109721,121.518848
8,明德,1772,in,25.109721,121.518848
9,明德,857,in,25.109721,121.518848
10,明德,652,in,25.109721,121.518848
11,明德,638,in,25.109721,121.518848
12,明德,620,in,25.109721,121.518848
13,明德,457,in,25.109721,121.518848
14,明德,449,in,25.109721,121.518848
15,明德,469,in,25.109721,121.518848
16,明德,856,in,25.109721,121.518848
17,明德,1649,in,25.109721,121.518848
18,明德,917,in,25.109721,121.518848
19,明德,488,in,25.109721,121.518848
20,明德,428,in,25.109721,121.518848
21,明德,460,in,25.109721,121.518848
22,明德,124,in,25.109721,121.518848
23,明德,47,in,25.109721,121.518848
0,明德,2,in,25.109721,121.518848
1,明德,1,in,25.109721,121.518848
5,石牌,139,in,25.114523,121.515559
6,石牌,1271,in,25.114523,121.515559
7,石牌,2988,in,25.114523,121.515559
8,石牌,3025,in,25.114523,121.515559
9,石牌,1717,in,25.114523,121.515559
10,石牌,1350,in,25.114523,121.515559
11,石牌,1544,in,25.114523,121.515559
12,石牌,1615,in,25.114523,121.515559
13,石牌,1430,in,25.114523,121.515559
14,石牌,1277,in,25.114523,121.515559
15,石牌,1493,in,25.114523,121.515559
16,石牌,1891,in,25.114523,121.515559
17,石牌,3284,in,25.114523,121.515559
18,石牌,2925,in,25.114523,121.515559
19,石牌,1450,in,25.114523,121.515559
20,石牌,1197,in,25.114523,121.515559
21,石牌,1115,in,25.114523,121.515559
22,石牌,693,in,25.114523,121.515559
23,石牌,215,in,25.114523,121.515559
0,石牌,38,in,25.114523,121.515559
1,石牌,0,in,25.114523,121.515559
5,唭哩岸,58,in,25.120872,121.506252
6,唭哩岸,561,in,25.120872,121.506252
7,唭哩岸,1356,in,25.120872,121.506252
8,唭哩岸,1154,in,25.120872,121.506252
9,唭哩岸,560,in,25.120872,121.506252
10,唭哩岸,282,in,25.120872,121.506252
11,唭哩岸,278,in,25.120872,121.506252
12,唭哩岸,298,in,25.120872,121.506252
13,唭哩岸,266,in,25.120872,121.506252
14,唭哩岸,244,in,25.120872,121.506252
15,唭哩岸,220,in,25.120872,121.506252
16,唭哩岸,237,in,25.120872,121.506252
17,唭哩岸,426,in,25.120872,121.506252
18,唭哩岸,687,in,25.120872,121.506252
19,唭哩岸,438,in,25.120872,121.506252
20,唭哩岸,315,in,25.120872,121.506252
21,唭哩岸,193,in,25.120872,121.506252
22,唭哩岸,133,in,25.120872,121.506252
23,唭哩岸,33,in,25.120872,121.506252
0,唭哩岸,8,in,25.120872,121.506252
1,唭哩岸,0,in,25.120872,121.506252
5,奇岩,50,in,25.125491,121.501132
6,奇岩,593,in,25.125491,121.501132
7,奇岩,1425,in,25.125491,121.501132
8,奇岩,1226,in,25.125491,121.501132
9,奇岩,568,in,25.125491,121.501132
10,奇岩,332,in,25.125491,121.501132
11,奇岩,296,in,25.125491,121.501132
12,奇岩,404,in,25.125491,121.501132
13,奇岩,323,in,25.125491,121.501132
14,奇岩,220,in,25.125491,121.501132
15,奇岩,271,in,25.125491,121.501132
16,奇岩,276,in,25.125491,121.501132
17,奇岩,663,in,25.125491,121.501132
18,奇岩,989,in,25.125491,121.501132
19,奇岩,495,in,25.125491,121.501132
20,奇岩,275,in,25.125491,121.501132
21,奇岩,207,in,25.125491,121.501132
22,奇岩,135,in,25.125491,121.501132
23,奇岩,32,in,25.125491,121.501132
0,奇岩,7,in,25.125491,121.501132
1,奇岩,0,in,25.125491,121.501132
5,北投,128,in,25.131841,121.498633
6,北投,1317,in,25.131841,121.498633
7,北投,2760,in,25.131841,121.498633
8,北投,2170,in,25.131841,121.498633
9,北投,1057,in,25.131841,121.498633
