鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
板橋區,建物,新北市板橋區文化路一段331~360號,0.0,住,,,1050415,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,73.32,0,0,1,有,無,無,40000,546,,0.0,0,,RPRSMLQLMHLFFAF88CC
新莊區,建物,新北市新莊區福美街241~270號,0.0,住,,,1050415,土地0建物1車位1,三層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020618,76.02000000000001,2,1,1,有,有,無,20000,263,坡道平面,0.0,0,,RPORMLQLMHLFFBF58CC
中和區,建物,新北市中和區中正路841~870號,0.0,其他,,,1050401,土地0建物1車位0,十一層,17,辦公商業大樓,見其他登記事項,見其他登記事項,0890930,217.39,0,0,0,無,有,無,48005,221,,0.0,0,,RPQNMLQLMHLFFHF98CC
中和區,建物,新北市中和區景新街236巷1~30號,0.0,住,,,1050410,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750424,104.88,3,2,2,有,無,無,17000,162,,0.0,0,,RPOOMLQLMHLFFHF88CC
中和區,房地(土地+建物)+車位,新北市中和區圓通路297巷9弄1~30號,28.26,住,,,1050331,土地1建物1車位1,十層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860612,158.23,3,2,2,有,有,無,26000,164,坡道平面,0.0,0,,RPROMLQLMHLFFHF56CC
中和區,建物,新北市中和區景新街1~30號,0.0,商,,,1050408,土地0建物1車位0,見其他登記事項,3,店面(店鋪),住家用,加強磚造,0580414,225.09,0,0,0,無,無,無,58888,262,,0.0,0,,RPTOMLQLMHLFFHF76CC
永和區,建物,新北市永和區中山路一段31~60號,0.0,商,,,1050410,土地0建物1車位0,十三層,15,套房(1房1廳1衛),見其他登記事項,見其他登記事項,0990910,56.309999999999995,1,1,1,有,無,有,16500,293,,0.0,0,,RPVOMLQLMHLFFHF96CC
中和區,房地(土地+建物)+車位,新北市中和區中安街91~120號,49.62,住,,,1050412,土地1建物1車位1,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881203,171.95999999999998,3,2,2,有,有,無,34500,201,升降機械,24.05,0,,RPPPMLQLMHLFFHF09CC
新店區,房地(土地+建物),新北市新店區寶橋路29巷1~30號,29.94,商,,,1050410,土地2建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,78.99,3,2,1,有,無,有,18000,228,,0.0,0,,RPUNMLQLMHLFFCF88CC
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段1~30號,28.81,住,,,1050309,土地1建物1車位1,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040430,129.57999999999998,3,2,2,有,有,有,15000,116,坡道平面,31.66,0,,RPSNMLQLMHLFFEF88CC
淡水區,房地(土地+建物),新北市淡水區淡金路38巷91~120號,12.54,住,,,1050420,土地1建物1車位0,一層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980821,65.14,0,0,1,有,無,無,18889,290,,0.0,0,,RPUPMLQLMHLFFEF66CC
板橋區,房地(土地+建物),新北市板橋區中山路一段151~180號,6.66,其他,,,1050308,土地1建物3車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980427,44.44,1,1,1,有,有,無,20000,450,,0.0,0,,RPPQMLQLMHLFFAF68EC
板橋區,房地(土地+建物),新北市板橋區莊敬路1~30號,6.6,商,,,1050310,土地1建物1車位0,三層,15,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1040826,73.03,1,1,1,有,有,有,25000,342,,0.0,0,,RPQQMLQLMHLFFAF78EC
板橋區,房地(土地+建物),新北市板橋區漢生東路241~270號,6.58,其他,,,1050301,土地1建物1車位0,六層,29,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980724,101.23,2,2,1,有,無,有,34500,341,,0.0,0,租金含稅。撤銷原申報書序號C1FA10503190004,RPRQMLQLMHLFFAF88EC
板橋區,房地(土地+建物),新北市板橋區文化路二段91~120號,13.03,住,,,1050314,土地1建物1車位0,一層,24,店面(店鋪),見其他登記事項,鋼骨鋼筋混凝土造,1040206,127.08,0,0,0,無,無,無,70000,551,,0.0,0,店面為1+2層，只承租建物部分.公設裡3個車位沒有承租。撤銷原申報書序號C1FA10503210001,RPSQMLQLMHLFFAF98EC
土城區,房地(土地+建物),新北市土城區裕民路121~150號,27.36,住,,,1050301,土地1建物1車位0,一層,5,店面(店鋪),見使用執照,鋼筋混凝土造,0741016,95.72,0,0,0,無,無,有,90816,949,,0.0,0,,RPTQMLQLMHLFFAF09EC
板橋區,房地(土地+建物),新北市板橋區重慶路93巷31~60號,13.92,商,,,1050305,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960208,134.97,3,2,2,有,無,有,25000,185,,0.0,0,,RPUQMLQLMHLFFAF56EC
樹林區,房地(土地+建物),新北市樹林區佳園路三段481~510號,16.49,住,,,1050402,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0970125,88.12,0,0,0,無,有,無,18000,204,,0.0,0,"附冷氣, 燈具",RPTNMLQLMHLFFIF86DC
樹林區,建物,新北市樹林區中正路631~660號,0.0,住,,,1050414,土地0建物1車位0,十五層,23,套房(1房1廳1衛),住家用,鋼筋混凝土造,0831111,46.480000000000004,1,1,1,有,有,有,5500,118,,0.0,0,,RPROMLRLMHLFFIF76CC
淡水區,建物,新北市淡水區淡金路二段61~90號,0.0,住,,,1050425,土地0建物1車位2,五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970917,178.72,4,2,2,有,有,無,24000,134,坡道機械,20.5,0,,RPSNMLRLMHLFFEF98CC
新店區,房地(土地+建物),新北市新店區北宜路二段331~360號,18.27,住,,,1050422,土地1建物1車位0,一層,14,店面(店鋪),見其他登記事項,鋼筋混凝土造,0910422,142.97,0,1,1,有,有,無,29000,203,,0.0,0,,RPTNMLRLMHLFFCF88CC
三重區,建物,新北市三重區中興北街181~210號,0.0,工,,,1050418,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0830216,98.5,3,2,2,有,有,無,16000,162,,0.0,0,,RPPOMLRLMHLFFGF98CC
板橋區,房地(土地+建物),新北市板橋區文化路一段331~360號,2.35,住,,,1050329,土地1建物1車位0,三十三層,40,套房(1房1廳1衛),住家用,見其他登記事項,0990715,47.06,1,1,1,有,有,有,21000,446,,0.0,0,租金含管理費。,RPVNMLRLMHLFFAF88CC
汐止區,房地(土地+建物),新北市汐止區大同路二段241~270號,0.0,住,,,1050426,土地1建物1車位0,三層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001223,50.72,1,0,1,有,有,有,16000,315,,0.0,0,,RPQNMLRLMHLFFDF68CC
汐止區,建物,新北市汐止區新北市汐止區湖前街110巷97弄1~30號,24.07,,山坡地保育區,丙種建築用地,1050318,土地0建物1車位0,七層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881202,78.66,2,2,1,有,有,無,15000,191,,0.0,0,,RPOOMLRLMHLFFDF58CC
汐止區,建物,新北市汐止區新臺五路一段91~120號,0.0,工,,,1050422,土地0建物1車位0,八層,35,廠辦,工業用,見其他登記事項,1031013,364.90999999999997,0,0,0,無,有,無,68000,186,,0.0,0,,RPWOMLRLMHLFFDF76CC
泰山區,建物,新北市泰山區泰林路二段541~570號,28.76,住,,,1050427,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780311,111.2,2,2,1,有,無,無,12000,108,,0.0,0,,RPWOMLSLMHLFFBF66CC
三重區,建物,新北市三重區中央南路1~30號,92.0,商,,,1050404,土地0建物1車位0,一層,3,公寓(5樓含以下無電梯),住家用,磚造,,92.0,0,0,0,無,無,無,18000,196,,0.0,0,,RPRPMLSLMHLFFGF76CC
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段331巷61~90號,25.11,住,,,1050426,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031024,112.1,2,2,1,有,有,有,12065,108,坡道平面,26.54,0,,RPPNMLSLMHLFFEF78CC
中和區,房地(土地+建物)+車位,新北市中和區景平路121~150號,12.99,住,,,1050415,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1020813,154.84,3,2,2,有,有,無,31200,201,坡道機械,10.21,0,,RPRNMLSLMHLFFHF66CC
中和區,房地(土地+建物),新北市中和區景平路241~270號,4.13,住,,,1050401,土地1建物1車位0,十八層,34,套房(1房1廳1衛),見其他登記事項,見其他登記事項,0890529,55.150000000000006,1,1,1,有,有,無,15000,272,,0.0,0,,RPSNMLSLMHLFFHF76CC
中和區,建物,新北市中和區員山路481~510號,0.0,工,,,1050329,土地0建物1車位0,一層,8,廠辦,見其他登記事項,鋼筋混凝土造,0881118,265.19,0,0,0,無,有,無,75000,283,,0.0,0,,RPRPMLSLMHLFFHF07EC
三重區,建物,新北市三重區中正北路391~420號,0.0,工,,,1050428,土地0建物1車位0,一層,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0751023,139.74,3,2,2,有,無,無,44000,315,,0.0,0,房東給承租方2個半月的免租金裝潢期,RPTOMLTLMHLFFGF17EC
永和區,建物,新北市永和區福和路151~180號,0.0,住,,,1050330,土地0建物2車位0,地下一層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0801017,1816.6799999999998,0,0,0,無,有,無,297000,163,,0.0,0,地下一層+一層，住辦混合大樓,RPOOMLTLMHLFFHF56CC
中和區,房地(土地+建物),新北市中和區捷運路1~30號,15.09,其他,,,1050403,土地1建物1車位0,十二層,19,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1000415,84.12,2,1,1,有,有,有,25000,297,,0.0,0,租金含管理費。,RPOPMLTLMHLFFHF66CC
永和區,建物,新北市永和區保生路22巷19弄1~30號,7.34,住,,,1050425,土地0建物1車位0,七層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850322,81.69,2,2,1,有,有,無,21000,257,,0.0,0,短租，2.1萬(含管理費),RPQPMLTLMHLFFHF86CC
淡水區,房地(土地+建物),新北市淡水區淡金路61~90號,7.12,住,,,1050426,土地1建物1車位0,四層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910531,77.1,2,1,1,有,有,有,12000,156,,0.0,0,,RPSNMLTLMHLFFEF56CC
淡水區,房地(土地+建物),新北市淡水區中正東路二段61~90號,3.45,住,,,1050427,土地1建物1車位0,二十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0920922,51.54,1,1,1,有,有,有,15000,291,,0.0,0,,RPUNMLTLMHLFFEF76CC
淡水區,房地(土地+建物),新北市淡水區中正東路二段61~90號,3.14,住,,,1050427,土地1建物1車位0,四層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0920922,51.04,1,1,1,有,有,有,15000,294,,0.0,0,,RPXPMLTLMHLFFEF27CC
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段151~180號,37.75,住,,,1050414,土地1建物1車位1,一層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990827,88.33,0,0,0,無,有,無,50000,566,坡道平面,14.91,0,,RPQQMLTLMHLFFEF66CC
三重區,建物,新北市三重區三和路一段91~120號,0.0,住,,,1050419,土地0建物1車位0,二十層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040521,92.77,2,2,1,有,有,有,24000,259,,0.0,0,,RPRNMLTLMHLFFGF66CC
五股區,房地(土地+建物),新北市五股區自強路61~90號,44.39,住,,,1050408,土地1建物1車位0,一層,8,店面(店鋪),商業用,鋼筋混凝土造,0880515,209.48,0,0,2,有,無,無,32000,153,,0.0,0,,RPWQMLTLMHLFFBF96CC
五股區,房地(土地+建物)+車位,新北市五股區芳洲路31~60號,20.32,住,,,1050402,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040824,124.28999999999999,2,2,1,有,有,無,19000,153,坡道平面,31.61,0,,RPRSMLTLMHLFFBF66CC
新莊區,建物,新北市新莊區中正路893巷1~30號,0.0,住,,,1050421,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0700811,80.97,0,1,1,有,無,無,25000,309,,0.0,0,,RPQNNLTLMHLFFBF78CC
汐止區,建物,新北市汐止區大同路一段211~240號,0.0,工,,,1050421,土地0建物2車位0,十二層,17,廠辦,工業用,鋼筋混凝土造,1010919,769.73,0,0,0,無,有,無,150000,195,,0.0,0,,RPQNMLTLMHLFFDF88CC
板橋區,房地(土地+建物),新北市板橋區莊敬路1~30號,8.32,商,,,1050409,土地1建物1車位0,七層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040826,92.72,2,1,1,有,有,有,30000,324,,0.0,0,,RPOOMLTLMHLFFAF48CC
板橋區,建物,新北市板橋區三民路一段181~210號,0.0,商,,,1050416,土地0建物1車位0,六層,14,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,0941109,199.93,0,0,0,無,有,無,60000,300,,0.0,0,,RPPOMLTLMHLFFAF58CC
板橋區,房地(土地+建物)+車位,新北市板橋區長江路二段31~60號,6.6,住,,,1050409,土地1建物1車位1,六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870622,126.43,3,2,2,有,有,有,24000,190,坡道機械,16.23,0,租金含管理費,RPSOMLTLMHLFFAF88CC
汐止區,房地(土地+建物),新北市汐止區龍安路28巷1~30號,0.0,商,,,1050429,土地1建物1車位0,九層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860703,36.79,1,0,1,有,有,有,10000,272,,0.0,0,,RPPNMLKMMHLFFDF97CC
新莊區,房地(土地+建物)+車位,新北市新莊區立信一街31~60號,10.97,住,,,1050410,土地1建物1車位1,八層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990104,106.35,2,2,1,有,有,有,24000,226,坡道平面,15.85,0,,RPPNMLKMMHLFFBF77CC
新莊區,房地(土地+建物),新北市新莊區中信街61~90號,18.34,住,,,1050414,土地1建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890630,101.24000000000001,3,2,2,有,無,無,19000,188,,0.0,0,,RPQNMLKMMHLFFBF87CC
新莊區,房地(土地+建物),新北市新莊區建中街61~90號,32.64,住,,,1050418,土地1建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0691229,108.83,1,0,1,有,無,無,48000,441,,0.0,0,,RPUNMLKMMHLFFBF28CC
新莊區,房地(土地+建物),新北市新莊區五工三路94巷1~30號,22.29,,工業區,丁種建築用地,1050418,土地1建物0車位0,五層,5,其他,住家用,鋼筋混凝土造,0810311,12.01,1,0,1,有,無,有,6300,525,,0.0,0,隔間套房,RPVNMLKMMHLFFBF38CC
新莊區,房地(土地+建物),新北市新莊區福壽街2巷1~30號,16.03,住,,,1050416,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0670116,60.16,2,1,1,有,無,無,11000,183,,0.0,0,,RPWNMLKMMHLFFBF48CC
淡水區,房地(土地+建物),新北市淡水區淡金路一段571~600號,27.47,住,,,1050430,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041001,146.33,3,2,1,有,有,有,23500,161,,0.0,0,,RPPNMLKMMHLFFEF08CC
永和區,建物,新北市永和區保福路二段109巷1弄1~30號,0.0,住,,,1050329,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680626,106.15,5,2,2,有,無,無,22704,214,,0.0,0,,RPRNMLKMMHLFFHF58CC
中和區,房地(土地+建物)+車位,新北市中和區新興街17巷1~30號,30.29,住,,,1050327,土地1建物1車位1,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860728,173.45,3,2,2,有,有,無,31000,179,升降機械,0.0,0,,RPSNMLKMMHLFFHF68CC
中和區,建物,新北市中和區中正路211巷36弄1~30號,0.0,住,,,1050409,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0970528,121.53999999999999,3,2,2,有,有,無,25000,206,,0.0,0,,RPTNMLKMMHLFFHF78CC
中和區,房地(土地+建物)+車位,新北市中和區板南路181~210號,12.71,住,,,1050411,土地1建物1車位1,一層,14,店面(店鋪),見其他登記事項,見其他登記事項,0981118,93.24,0,0,0,無,有,無,30500,327,升降機械,19.46,0,,RPUNMLKMMHLFFHF88CC
中和區,建物,新北市中和區復興路280巷31~60號,0.0,住,,,1050413,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,0661031,92.4,0,0,0,無,無,無,22000,238,,0.0,0,,RPVNMLKMMHLFFHF98CC
中和區,建物,新北市中和區圓通路299巷1~30號,0.0,住,,,1050414,土地0建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971007,120.54999999999998,3,2,2,有,有,無,23000,191,,0.0,0,,RPWNMLKMMHLFFHF09CC
鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
林口區,房地(土地+建物)+車位,新北市林口區民權路61~90號,55.49,住,,,1050131,土地1建物1車位4,一層,7,店面(店鋪),見其他登記事項,鋼筋混凝土造,1010330,357.11,0,0,0,無,無,無,48000,134,坡道平面,150.16,0,,RPSOMLLJKHLFFBF77CC
新莊區,房地(土地+建物),新北市新莊區後港一路56巷24弄1~30號,30.8,住,,,1050109,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790525,113.38,3,2,2,有,無,無,23000,203,,0.0,0,,RPQPMLLJKHLFFBF67CC
新莊區,房地(土地+建物),新北市新莊區中正路361~390號,11.05,住,,,1050110,土地1建物1車位0,十層,18,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1031020,96.25,2,1,1,有,有,無,21000,218,,0.0,0,,RPXPMLLJKHLFFBF38CC
五股區,房地(土地+建物),新北市五股區成泰路二段121~150號,164.51,工,,,1050110,土地1建物1車位0,一層,3,店面(店鋪),見其他登記事項,鋼筋混凝土造,0650116,196.19,0,0,0,無,無,無,40000,204,,0.0,0,,RPPQMLLJKHLFFBF67CC
新莊區,房地(土地+建物),新北市新莊區榮華路二段91~120號,9.58,住,,,1050109,土地1建物1車位0,十七層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040601,61.14,1,1,1,有,有,有,18000,294,,0.0,0,,RPRQMLLJKHLFFBF87CC
新莊區,房地(土地+建物),新北市新莊區中平路377巷17弄1~30號,10.65,住,,,1050112,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930607,76.35,2,2,1,有,有,有,18000,236,,0.0,0,,RPUQMLLJKHLFFBF18CC
新莊區,房地(土地+建物),新北市新莊區中原路331~360號,13.68,住,,,1050113,土地1建物1車位0,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910823,98.03,3,2,1,有,有,無,18500,189,,0.0,0,,RPVQMLLJKHLFFBF28CC
新莊區,房地(土地+建物),新北市新莊區新泰路331~360號,122.78,住,,,1050114,土地1建物1車位0,一層,3,店面(店鋪),住家用,加強磚造,0621115,107.78,0,0,1,有,無,無,65000,603,,0.0,0,因要等房客營登下來用公司名與房東簽.故先打6.5個月合約.,RPORMLLJKHLFFBF67CC
新莊區,房地(土地+建物),新北市新莊區立信三街7巷1~30號,15.77,住,,,1050113,土地1建物1車位0,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951121,134.04,3,2,2,有,有,無,22500,168,,0.0,0,,RPPRMLLJKHLFFBF77CC
新莊區,房地(土地+建物),新北市新莊區中港路531巷91~120號,10.4,住,,,1050117,土地1建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920831,72.1,2,1,1,有,有,有,19000,264,,0.0,0,,RPQRMLLJKHLFFBF87CC
新莊區,房地(土地+建物)+車位,新北市新莊區新北大道三段31~60號,24.88,商,,,1050117,土地1建物1車位1,五層,25,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1020603,225.56,3,2,2,有,有,有,30000,133,坡道平面,37.08,0,,RPSRMLLJKHLFFBF08CC
新莊區,房地(土地+建物)+車位,新北市新莊區五權二路1~30號,117.26,,工業區,丁種建築用地,1050115,土地1建物1車位2,五層,8,廠辦,工業用,鋼筋混凝土造,0791122,751.78,0,0,0,無,有,無,100000,133,坡道平面,0.0,0,含管理費、稅金或水電等費用。,RPTRMLLJKHLFFBF18CC
新莊區,房地(土地+建物),新北市新莊區後港一路151~180號,11.36,工,,,1050118,土地1建物1車位0,五層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020430,94.6,2,1,1,有,有,有,18000,190,,0.0,0,,RPWRMLLJKHLFFBF48CC
新莊區,房地(土地+建物),新北市新莊區新泰路413巷1~30號,19.21,住,,,1050121,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651020,71.42,2,1,1,有,無,無,14000,196,,0.0,0,,RPOSMLLJKHLFFBF77CC
新莊區,房地(土地+建物)+車位,新北市新莊區中原路91~120號,15.08,住,,,1050121,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900713,124.66000000000001,2,2,1,有,有,無,24000,193,坡道平面,0.0,0,,RPQSMLLJKHLFFBF97CC
新莊區,房地(土地+建物),新北市新莊區幸福路871~900號,16.46,住,,,1050121,土地1建物1車位0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930415,138.26,3,2,2,有,有,無,22000,159,,0.0,0,,RPRSMLLJKHLFFBF08CC
淡水區,房地(土地+建物),新北市淡水區淡金路1~30號,21.56,住,,,1050128,土地1建物1車位0,十七層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960827,186.07999999999998,3,2,2,有,有,有,27000,145,,0.0,0,,RPTNMLLJKHLFFEF08CC
八里區,房地(土地+建物)+車位,新北市八里區龍米路一段181~210號,6.34,住,,,1050130,土地1建物1車位1,二十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941205,84.48,1,1,1,有,有,有,17500,207,坡道機械,10.18,0,,RPROMLLJKHLFFEF97CC
三重區,建物,新北市三重區集賢路1~30號,0.0,住,,,1050115,土地0建物1車位2,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010706,264.77,5,2,3,有,有,有,40000,151,坡道平面,86.66,0,,RPUOMLLJKHLFFGF48CC
中和區,建物,新北市中和區捷運路121~150號,0.0,住,,,1050120,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670622,110.1,1,1,1,有,無,無,38000,345,,0.0,0,,RPRPMLLJKHLFFHF38CC
樹林區,房地(土地+建物),新北市樹林區大成路391~420號,6.84,住,,,1050122,土地3建物1車位0,四層,5,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0970114,25.33,1,0,1,有,無,有,6000,237,,0.0,0,本物件為4樓隔成套房出租,RPXOMLLJKHLFFIF98CC
三峽區,房地(土地+建物)+車位,新北市三峽區學勤路151~180號,10.07,商,,,1050124,土地1建物1車位1,二層,25,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980730,137.45,3,1,1,有,有,有,18000,131,坡道平面,39.02,0,,RPOPMLLJKHLFFIF18CC
深坑區,建物,新北市深坑區深南路31~60號,0.0,,山坡地保育區,丙種建築用地,1041210,土地0建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850719,191.4,4,2,2,有,有,無,20000,104,坡道平面,0.0,0,,RPTOMLLJKHLFFCF18EC
樹林區,土地,圳民段691~720地號,597.48,工,,,1050129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,75000,126,,0.0,0,,RPPPMLLJKHLFFIF38DC
汐止區,車位,新北市汐止區大同路三段601~630號,4.04,住,,,1050113,土地0建物0車位1,,,住宅大樓(11層含以上有電梯),,,,42.69,0,0,0,有,有,無,3000,,坡道平面,42.69,3000,1.含管理費(子母車位550元)。,RPQOMLMJKHLFFDF08EC
汐止區,房地(土地+建物),新北市汐止區大同路三段601~630號,8.53,住,,,1050201,土地1建物1車位0,二十一層,32,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,90.72999999999999,3,2,2,有,有,無,10000,110,,0.0,0,1.含管理費(每坪45元)。,RPROMLMJKHLFFDF18EC
淡水區,建物,新北市淡水區淡金路1~30號,0.0,住,,,1041212,土地0建物1車位0,二十四層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970909,46.46,1,1,1,有,有,有,10000,215,,0.0,0,,RPPNMLMJKHLFFEF87DC
淡水區,建物,新北市淡水區北新路181~210號,0.0,,,,1041229,土地0建物1車位1,十三層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840728,129.5,3,2,2,有,有,有,17500,165,坡道平面,32.44,0,含管理費及車位清潔費共2409元,RPPOMLMJKHLFFEF97DC
中和區,車位,新北市中和區中山路二段211~240號,0.0,住,,,1050106,土地0建物0車位1,,19,其他,見其他登記事項,鋼筋混凝土造,0871120,47.75,0,0,0,有,有,無,4000,,坡道平面,47.75,4000,,RPPNMLMJKHLFFHF08CC
中和區,車位,新北市中和區中山路二段211~240號,0.0,住,,,1050106,土地0建物0車位1,,19,其他,見其他登記事項,鋼筋混凝土造,0871120,47.75,0,0,0,有,有,無,4000,,坡道平面,47.75,4000,,RPQNMLMJKHLFFHF18CC
中和區,車位,新北市中和區中山路二段211~240號,0.0,住,,,1050106,土地0建物0車位1,,19,其他,見其他登記事項,鋼筋混凝土造,0871120,47.75,0,0,0,有,有,無,4000,,坡道平面,47.75,4000,,RPSNMLMJKHLFFHF38CC
中和區,車位,新北市中和區中山路二段211~240號,0.0,住,,,1050106,土地0建物0車位1,,19,其他,見其他登記事項,鋼筋混凝土造,0871120,47.75,0,0,0,有,有,無,4000,,坡道平面,47.75,4000,,RPTNMLMJKHLFFHF48CC
中和區,車位,新北市中和區中山路二段211~240號,0.0,住,,,1050106,土地0建物0車位1,,19,其他,見其他登記事項,鋼筋混凝土造,0871120,47.75,0,0,0,有,有,無,4000,,坡道平面,47.75,4000,,RPUNMLMJKHLFFHF58CC
中和區,建物,新北市中和區景平路989巷1~30號,0.0,商,,,1050109,土地0建物1車位0,九層,15,辦公商業大樓,住家用,鋼筋混凝土造,0980806,130.89,3,2,2,有,有,無,25000,191,,0.0,0,,RPSOMLMJKHLFFHF48CC
